Theatre_Name,Theatre_Type,Total_Theatre_Seats_Capacity,Theatre_Max_Price_Seats_Capacity,Theatre_Min_Price_Seats_Capacity,State,City,City_Type,Max_Shows_Allowed_Per_Day,Ticket_Price_Max,Ticket_Price_Min,First_Day_Revenue
"Jhaveri, Muni and Devi",Multiplex,120,111,9,Bihar,Howrah,V,3,88,71,31221
Karnik-Mohanty,Mini,300,299,1,Jharkhand,Warangal,V,3,127,55,114084
Hans-Khosla,Multiplex,259,241,18,Andhra Pradesh,Satna,V,5,134,63,167140
Jayaraman-Dass,IMAX,277,275,2,Chhattisgarh,Guntur,V,3,110,67,91152
Choudhary-Magar,Mini,207,192,15,Uttarakhand,Kakinada,V,4,102,64,82176
"Mohanty, Vasa and Sinha",Single Screen,393,382,11,Rajasthan,Dehri,V,3,106,60,123456
"Borde, Dhillon and Luthra",Single Screen,192,183,9,Uttarakhand,Faridabad,V,5,152,67,142095
Ganesan-Ravel,Multiplex,351,325,26,Tamil Nadu,Munger,V,6,130,64,263484
Deshmukh Group,IMAX,304,294,10,Jharkhand,Khora ,V,5,112,68,168040
"Keer, Nadig and Dalal",Mini,184,167,17,Sikkim,Bidhannagar,V,3,117,63,61830
"Raval, Bal and Chand",Single Screen,137,135,2,Haryana,Fatehpur,V,5,128,71,87110
Chandra-Hayer,Single Screen,232,218,14,Meghalaya,Kota,V,5,159,72,178350
Ratta-Bedi,Multiplex,139,133,6,Andhra Pradesh,Madurai,V,3,150,58,60894
"Peri, Char and Andra",IMAX,378,371,7,Chhattisgarh,Sonipat,V,4,103,55,154392
Nair LLC,Single Screen,236,215,21,Assam,Thoothukudi,V,5,166,68,185590
"Sathe, Mall and Butala",Mini,242,228,14,Bihar,Jabalpur,V,5,153,59,178550
Dhawan-Dhingra,Mini,302,278,24,Uttar Pradesh,Darbhanga,V,5,123,60,178170
Anand-Barman,Multiplex,234,229,5,Tamil Nadu,Karimnagar,V,3,165,61,114270
"Suri, Deo and Sampath",IMAX,171,169,2,Mizoram,Nanded,V,5,101,62,85965
Sood Ltd,Multiplex,345,341,4,Andhra Pradesh,Shahjahanpur,V,4,110,75,151240
"Vohra, Raju and Parmer",Multiplex,238,231,7,Sikkim,Gandhinagar,V,4,141,62,132020
Sani-Bahri,Mini,303,300,3,Uttarakhand,Chittoor,V,4,112,73,135276
Boase-Grewal,Mini,265,257,8,Jharkhand,Tenali,V,5,166,54,215470
Om Ltd,Mini,392,385,7,Kerala,Firozabad,V,4,141,55,218680
Din LLC,Multiplex,311,282,29,Kerala,Shahjahanpur,V,6,166,71,293226
Savant Inc,Single Screen,130,121,9,Himachal Pradesh,Yamunanagar,V,6,156,50,115956
Koshy Group,Single Screen,209,201,8,Chhattisgarh,Begusarai,V,6,156,62,191112
"Mukhopadhyay, Chopra and Reddy",Single Screen,126,115,11,Nagaland,Maheshtala,V,6,128,56,92016
Tara-Dutt,Multiplex,144,132,12,Telangana,Thanjavur,V,4,155,55,84480
Nigam-Comar,Multiplex,361,348,13,Manipur,Kulti,V,5,86,64,153800
Shenoy-Venkataraman,Single Screen,356,337,19,Maharashtra,Tenali,V,5,128,50,220430
Narang PLC,Mini,118,112,6,Bihar,Thrissur,V,3,129,53,44298
Muni-Nath,Multiplex,235,222,13,Kerala,Parbhani,V,4,143,66,130416
"Ravi, Nigam and Solanki",Mini,302,278,24,Odisha,Shimla,V,6,105,52,182628
Sarraf LLC,IMAX,301,272,29,Uttar Pradesh,Sasaram,V,4,171,64,193472
"Samra, Narasimhan and Vala",Single Screen,258,251,7,Himachal Pradesh,Madanapalle,V,3,124,58,94590
"Gopal, Morar and Goswami",Mini,309,282,27,Rajasthan,Serampore,V,5,95,72,143670
"Krish, Roy and Nagy",Mini,331,310,21,Madhya Pradesh,Tenali,V,4,168,51,212604
Bhatia Group,Multiplex,251,243,8,Uttarakhand,Karawal Nagar,V,6,112,57,166032
"Varty, Saxena and Narula",Mini,264,254,10,Karnataka,Gaya,V,5,127,75,165040
"Ganguly, Sagar and Yohannan",Multiplex,145,143,2,Uttarakhand,Serampore,V,4,102,52,58760
Raja Inc,Mini,386,380,6,Arunachal Pradesh,Sambalpur,V,4,95,54,145696
Sem-Swaminathan,Multiplex,283,255,28,Maharashtra,Danapur,V,4,92,67,101344
Zachariah and Sons,Single Screen,112,103,9,Sikkim,Serampore,V,4,168,55,71196
Banerjee-Bhavsar,Single Screen,120,118,2,Tripura,Panihati,V,5,93,75,55620
"Soni, Bobal and Rege",IMAX,318,292,26,Andhra Pradesh,Madurai,V,6,90,75,169380
Krish Inc,IMAX,371,359,12,Telangana,Dehri,V,4,155,55,225220
Comar-Munshi,IMAX,309,295,14,Mizoram,Kota,V,5,92,71,140670
Madan-Mukhopadhyay,Multiplex,103,94,9,Uttar Pradesh,Naihati,V,6,147,57,85986
"Rajan, Parsa and Shroff",Mini,250,232,18,Telangana,Panvel,V,6,108,61,156924
Dalal Ltd,Mini,109,108,1,Punjab,Ambala,V,4,96,56,41696
Chander-Luthra,Mini,270,264,6,Rajasthan,Purnia,V,3,100,55,80190
Majumdar Ltd,Mini,213,205,8,Andhra Pradesh,Sambalpur,V,4,140,73,117136
"Varkey, Shroff and Bawa",Mini,299,286,13,Tripura,Tadepalligudem,V,4,144,51,167388
"Sule, Krishnamurthy and Dave",IMAX,343,322,21,Telangana,Dharmavaram,V,6,123,59,245070
Dhaliwal Ltd,Multiplex,207,187,20,Mizoram,Jhansi,V,3,119,66,70719
"Lata, Sawhney and Kadakia",Single Screen,193,190,3,Chhattisgarh,New Delhi,V,3,164,73,94137
Sachdev Inc,Mini,269,245,24,Nagaland,Ujjain,V,6,108,50,165960
Barad-Nazareth,Mini,291,281,10,Tamil Nadu,Rajahmundry,V,4,105,53,120140
Dass-Sharma,IMAX,382,362,20,Tripura,Kalyan-Dombivli,V,5,125,50,231250
"Rana, Radhakrishnan and Khare",Single Screen,298,272,26,Kerala,Bhiwani,V,5,132,50,186020
Cheema Ltd,Mini,367,354,13,Mizoram,Mira-Bhayandar,V,6,91,64,198276
Dutt Ltd,Single Screen,176,159,17,Manipur,Kolhapur,V,5,159,68,132185
Chatterjee-Magar,Single Screen,396,387,9,Punjab,Bhimavaram,V,6,134,66,314712
Balasubramanian-Dutta,Multiplex,150,150,0,Arunachal Pradesh,Avadi,V,6,165,71,148500
Narayanan-Singh,Mini,192,176,16,Telangana,Gudivada,V,5,121,59,111200
"Mittal, Chopra and Chopra",Single Screen,116,111,5,Arunachal Pradesh,Ambattur,V,4,169,56,76156
Keer LLC,IMAX,152,144,8,Punjab,Kochi,V,3,140,75,62280
"Raj, Pathak and Sagar",Single Screen,327,326,1,Arunachal Pradesh,Proddatur,V,6,166,55,325026
Mangat Ltd,IMAX,233,211,22,Odisha,Bahraich,V,4,88,51,78760
"Chand, Memon and Kurian",Mini,127,125,2,Maharashtra,Purnia,V,5,85,64,53765
Pathak-Nadig,Single Screen,326,296,30,Madhya Pradesh,Cuttack,V,3,91,58,86028
Choudhry-Baria,Mini,399,393,6,Meghalaya,Jammu,V,5,161,50,317865
Nair-Krishnan,Mini,235,230,5,Sikkim,Kirari Suleman Nagar,V,5,156,74,181250
Mohanty PLC,IMAX,367,349,18,Himachal Pradesh,Mira-Bhayandar,V,3,124,53,132690
Patil LLC,Mini,355,349,6,Madhya Pradesh,Kottayam,V,5,85,71,150455
Goda-Khanna,IMAX,349,327,22,Sikkim,Jamnagar,V,3,126,72,128358
Sathe Inc,IMAX,182,178,4,Uttar Pradesh,Vijayawada,V,3,167,56,89850
Choudhary PLC,IMAX,398,396,2,Gujarat,Kharagpur,V,3,135,67,160782
Manda-Savant,Mini,107,103,4,Rajasthan,Bhiwandi,V,6,136,72,85776
Modi Group,Single Screen,217,217,0,West Bengal,Panipat,V,5,145,74,157325
Mukherjee Ltd,Multiplex,256,253,3,Sikkim,Orai,V,5,168,75,213645
"Yogi, Chaudhari and Keer",Single Screen,356,337,19,West Bengal,Vadodara,V,4,144,62,198824
Bala-Parekh,IMAX,333,316,17,Maharashtra,Bhavnagar,V,3,140,60,135780
Kuruvilla LLC,Single Screen,327,310,17,Karnataka,Dehri,V,6,133,74,254928
Shetty-Bhargava,IMAX,384,363,21,Himachal Pradesh,Aligarh,V,6,111,71,250704
Raghavan Ltd,IMAX,151,139,12,Madhya Pradesh,Shimoga,V,5,115,62,83645
Dara PLC,Multiplex,158,155,3,Nagaland,Kharagpur,V,6,151,61,141528
Rajan LLC,Mini,170,161,9,Manipur,Durgapur,V,3,148,53,72915
Iyer Inc,IMAX,367,336,31,Tripura,Jehanabad,V,5,147,67,257345
Kant-Purohit,Single Screen,261,248,13,Andhra Pradesh,Thoothukudi,V,4,119,73,121844
Parikh-Rao,Single Screen,188,178,10,Goa,Bally,V,3,86,53,47514
Date-Doctor,Multiplex,113,111,2,Uttarakhand,Hosur,V,4,173,53,77236
"Sood, Bhasin and Borra",Mini,392,388,4,Rajasthan,Panihati,V,5,94,51,183380
Acharya-Jaggi,Multiplex,145,134,11,Haryana,Anand,V,4,90,75,51540
Mandal-Mishra,Multiplex,332,313,19,Punjab,Bhind,V,6,118,72,229812
"Padmanabhan, Balakrishnan and Batra",Multiplex,260,239,21,Assam,Kochi,V,6,157,63,233076
Radhakrishnan-Keer,Multiplex,240,236,4,Rajasthan,Sambalpur,V,4,149,51,141472
Sami-Sundaram,Single Screen,134,132,2,Mizoram,Suryapet,V,5,126,75,83910
Biswas-Mittal,Single Screen,234,219,15,Madhya Pradesh,Kanpur,V,3,150,50,100800
Vasa-Pingle,IMAX,122,113,9,Bihar,Kurnool,V,4,144,66,67464
"Kanda, Behl and Keer",Mini,329,312,17,Uttarakhand,Thrissur,V,4,137,72,175872
Nagy PLC,Mini,183,173,10,Chhattisgarh,Siliguri,V,5,107,71,96105
Dyal-Sachdev,Mini,336,333,3,Andhra Pradesh,Thanjavur,V,4,134,69,179316
Prashad and Sons,Multiplex,263,237,26,Manipur,South Dumdum,V,5,136,62,169220
Suresh-Sehgal,IMAX,167,167,0,Chhattisgarh,Vijayawada,V,6,174,55,174348
Rajan-Thaman,IMAX,176,172,4,Uttarakhand,Surat,V,4,174,53,120560
Shah-Jhaveri,IMAX,113,105,8,Telangana,Chinsurah,V,6,173,57,111726
"Dugar, Bir and Devi",Single Screen,254,230,24,Jharkhand,Amritsar,V,5,129,57,155190
"Vaidya, Agarwal and Balakrishnan",IMAX,284,257,27,Tripura,Munger,V,3,155,55,123960
"Bajwa, Agate and Randhawa",Multiplex,202,186,16,Meghalaya,Shivpuri,V,5,134,72,130380
"Singh, Sampath and Peri",Multiplex,170,153,17,Tamil Nadu,Jaipur,V,5,120,50,96050
Palla and Sons,Single Screen,330,297,33,Chhattisgarh,Bongaigaon,V,4,138,72,173448
Subramaniam-Char,Single Screen,293,276,17,Nagaland,Raichur,V,5,164,59,231335
Talwar LLC,Multiplex,250,225,25,Kerala,Khora ,V,6,161,51,225000
"Agate, Shah and Chacko",Mini,246,232,14,Arunachal Pradesh,Nangloi Jat,V,5,95,61,114470
Kala PLC,Single Screen,351,341,10,Uttarakhand,Orai,V,6,166,50,342636
More-Sandhu,IMAX,110,102,8,Karnataka,Gangtok,V,4,116,71,49600
Raju-Amble,Single Screen,105,95,10,West Bengal,Jaunpur,V,3,86,71,26640
"Parsa, Joshi and Iyengar",Single Screen,341,307,34,Haryana,Etawah,V,3,138,70,134238
Date-Hegde,IMAX,382,374,8,Himachal Pradesh,Ajmer,V,5,139,60,262330
Srivastava PLC,Mini,203,203,0,Haryana,Thoothukudi,V,4,104,55,84448
Parmer-Grover,Single Screen,161,157,4,Madhya Pradesh,Jorhat,V,3,136,69,64884
"Madan, Ranganathan and Saxena",Multiplex,204,194,10,Tripura,Hapur,V,4,107,72,85912
"Pingle, Goswami and Chander",Single Screen,216,211,5,Sikkim,Rohtak,V,6,103,57,132108
Mand-Subramaniam,Mini,232,228,4,Mizoram,Kolkata,V,5,94,74,108640
"Balay, Menon and Deo",IMAX,129,121,8,Uttarakhand,Medininagar,V,4,156,66,77616
Bose-Sampath,Multiplex,230,213,17,Haryana,Bhatpara,V,5,154,71,170045
"Mannan, Dhar and Bhalla",Single Screen,184,178,6,Madhya Pradesh,Ahmedabad,V,4,101,55,73232
Sangha Inc,Mini,317,292,25,Manipur,Ghaziabad,V,3,162,68,147012
Sastry-Shere,IMAX,141,141,0,Kerala,Kochi,V,3,150,62,63450
Cheema and Sons,Single Screen,175,172,3,Manipur,Rohtak,V,4,167,57,115580
Dixit-Khatri,IMAX,262,240,22,Mizoram,Adoni,V,4,95,74,97712
Bora Group,Mini,276,255,21,Nagaland,Jammu,V,5,123,58,162915
"Tripathi, Sahni and Patla",IMAX,167,163,4,Chhattisgarh,Adoni,V,6,88,72,87792
"Mandal, Solanki and Khalsa",Multiplex,235,219,16,Odisha,Singrauli,V,6,118,74,162156
"Devan, Suri and Raman",Mini,184,179,5,Nagaland,Shimla,V,5,163,71,147660
Uppal Ltd,IMAX,202,201,1,Uttar Pradesh,Gurgaon,V,4,147,58,118420
Varty LLC,Mini,126,118,8,Assam,Bhiwani,V,4,141,58,68408
Gulati-Dasgupta,Single Screen,174,173,1,Andhra Pradesh,Mehsana,V,3,136,71,70797
Bhargava-Bakshi,Multiplex,381,366,15,Uttarakhand,Pudukkottai,V,3,166,64,185148
"Konda, Kala and Cheema",IMAX,224,211,13,Sikkim,New Delhi,V,6,146,74,190608
"Lad, Tailor and Gole",Mini,359,337,22,Chhattisgarh,Ambarnath,V,6,147,52,304098
Nigam LLC,Mini,339,325,14,Arunachal Pradesh,Sangli-Miraj & Kupwad,V,4,114,60,151560
"Mammen, Mand and Varma",Single Screen,356,343,13,Nagaland,Mango,V,6,160,51,333258
Kapur-Lala,Single Screen,226,209,17,Andhra Pradesh,Pudukkottai,V,5,171,51,183030
Sood-Desai,Mini,323,305,18,Gujarat,Gulbarga,V,6,133,74,251382
Pillay PLC,Multiplex,186,172,14,Manipur,Srinagar,V,3,104,73,56730
Chaudhuri-Deep,Multiplex,336,311,25,Mizoram,Udaipur,V,4,120,67,155980
"Nadkarni, Soni and Sodhi",Multiplex,394,355,39,Rajasthan,Firozabad,V,5,105,55,197100
"Sarma, Nagar and Chana",Mini,168,154,14,Nagaland,Durgapur,V,5,139,53,110740
Dua-Trivedi,IMAX,225,211,14,Gujarat,Ajmer,V,4,91,52,79716
Gala-Bhatnagar,IMAX,111,110,1,Himachal Pradesh,Gurgaon,V,3,142,60,47040
Sahni-Kari,Mini,270,248,22,Bihar,Amritsar,V,6,143,64,221232
"Khanna, Chacko and Barman",Mini,345,330,15,Gujarat,Bidar,V,5,99,51,167175
"Jayaraman, Chand and Roy",IMAX,332,313,19,Assam,Gorakhpur,V,5,118,72,191510
Shukla-Bhandari,Multiplex,351,344,7,Tamil Nadu,Tiruppur,V,6,147,70,306348
Prabhu-Padmanabhan,IMAX,365,333,32,Telangana,Solapur,V,3,115,50,119685
Ranganathan-Sodhi,Single Screen,246,222,24,Tamil Nadu,Meerut,V,4,113,71,107160
"Parmar, Sengupta and Comar",Multiplex,104,96,8,Chhattisgarh,Bhind,V,4,113,59,45280
Pant Group,Multiplex,373,343,30,Tripura,Vadodara,V,3,125,72,135105
Chandra-Zacharia,Mini,109,106,3,Chhattisgarh,Bangalore,V,4,92,74,39896
Chaudhari-Gopal,Single Screen,360,360,0,Bihar,Sri Ganganagar,V,4,132,58,190080
Raju Inc,Single Screen,153,146,7,Assam,Coimbatore,V,6,113,53,101214
"Ghose, Kohli and Malhotra",Single Screen,392,369,23,West Bengal,Buxar,V,3,119,67,136356
Sant LLC,Multiplex,377,346,31,Goa,Dhanbad,V,5,157,68,282150
Kothari Ltd,IMAX,216,212,4,Gujarat,Uluberia,V,4,167,68,142704
Karnik-Srinivasan,Single Screen,346,313,33,Nagaland,Imphal,V,3,164,68,160728
"Dass, Joshi and Vyas",Single Screen,367,352,15,Kerala,Kishanganj,V,6,111,68,240552
Ramesh LLC,Multiplex,119,113,6,Sikkim,Raiganj,V,4,88,58,41168
"Mitra, Dara and Chad",IMAX,335,309,26,Tripura,Karaikudi,V,4,90,74,118936
Chaudhary Ltd,Single Screen,377,373,4,Mizoram,Loni,V,6,159,52,357090
"Suresh, Kibe and Setty",Mini,379,354,25,Bihar,Ahmedabad,V,6,90,64,200760
Mall and Sons,IMAX,375,349,26,Arunachal Pradesh,Aizawl,V,5,119,58,215195
Kari-Sangha,Multiplex,161,150,11,Meghalaya,Jodhpur,V,3,90,53,42249
Mitra PLC,Mini,234,213,21,Sikkim,Khandwa,V,4,141,74,126348
Ramachandran PLC,Single Screen,265,255,10,Uttarakhand,Gurgaon,V,6,114,50,177420
"Shan, Sanghvi and Vasa",Multiplex,358,356,2,Tamil Nadu,Alwar,V,6,102,60,218592
Tank-Misra,Mini,189,182,7,Madhya Pradesh,Bijapur,V,3,101,55,56301
"Mahajan, Bajaj and Kibe",IMAX,192,177,15,Goa,Kharagpur,V,5,105,53,96900
Natt-Gaba,Mini,186,171,15,Karnataka,Malegaon,V,4,115,52,81780
Hegde-Palan,Multiplex,236,229,7,Haryana,Bhilai,V,5,93,73,109040
"Karpe, Narain and Comar",IMAX,296,269,27,Gujarat,Ahmednagar,V,4,154,55,171644
Behl Ltd,IMAX,336,308,28,Punjab,Buxar,V,5,159,64,253820
"Sarna, Purohit and Sachar",Single Screen,338,310,28,Uttar Pradesh,Mahbubnagar,V,6,99,70,195900
Dixit-Varma,Mini,308,308,0,Karnataka,Deoghar,V,5,109,72,167860
Pau Inc,Mini,301,272,29,Arunachal Pradesh,Surendranagar Dudhrej,V,5,166,64,235040
Lata-Magar,Mini,131,122,9,Arunachal Pradesh,Nanded,V,6,153,57,115074
Ahluwalia PLC,Mini,373,346,27,Maharashtra,Siwan,V,6,97,63,211578
Nagy Group,Mini,305,280,25,Nagaland,Karnal,V,4,163,54,187960
Behl and Sons,Multiplex,354,324,30,Bihar,Phusro,V,4,134,74,182544
Patla Inc,Multiplex,266,259,7,Manipur,Fatehpur,V,3,154,52,120750
Sathe-Chandra,Multiplex,106,106,0,Uttar Pradesh,Hapur,V,3,146,72,46428
Doctor Inc,IMAX,376,361,15,Sikkim,Barasat,V,3,151,55,166008
Oza PLC,IMAX,204,189,15,Nagaland,Kulti,V,5,94,68,93930
Sant Group,IMAX,124,121,3,Uttarakhand,Jamshedpur,V,4,108,60,52992
Wali Inc,Multiplex,363,358,5,Nagaland,Bhalswa Jahangir Pur,V,4,114,69,164628
Srivastava-Nagi,Single Screen,182,167,15,Punjab,Delhi,V,5,168,59,144705
Parsa-Aurora,Mini,235,214,21,Andhra Pradesh,Raichur,V,5,121,74,137240
Arya-Natarajan,Mini,346,336,10,Jharkhand,Srinagar,V,6,151,65,308316
Khalsa-Krishna,Single Screen,248,239,9,Rajasthan,Nagpur,V,6,171,73,249156
Parikh-Raj,IMAX,138,131,7,Telangana,Delhi,V,5,88,63,59845
Sachar and Sons,IMAX,385,361,24,Rajasthan,Coimbatore,V,6,157,74,350718
Mittal-Bora,Mini,164,164,0,Manipur,Bhubaneswar,V,6,100,56,98400
Gopal Group,IMAX,319,309,10,Bihar,Ulhasnagar,V,4,142,62,177992
Dar-Boase,Multiplex,387,379,8,Uttarakhand,Amaravati,V,5,162,56,309230
Doshi-Dubey,Multiplex,378,347,31,Tripura,Surat,V,6,157,50,336174
Jhaveri-Minhas,Multiplex,190,174,16,Assam,Dibrugarh,V,3,107,52,58350
Palla PLC,Single Screen,307,301,6,Goa,Surat,V,5,156,53,236370
Deshpande Ltd,Mini,322,292,30,Uttar Pradesh,Khandwa,V,3,89,55,82914
Parmer Group,IMAX,187,182,5,Uttar Pradesh,Faridabad,V,5,98,69,90905
Kothari PLC,Single Screen,198,188,10,Sikkim,Korba,V,6,101,75,118428
Radhakrishnan-Kohli,Mini,248,241,7,Andhra Pradesh,Muzaffarpur,V,6,171,55,249576
Shukla Group,Single Screen,356,340,16,Tripura,Singrauli,V,3,97,55,101580
"Krish, Brahmbhatt and Tank",Mini,167,166,1,Andhra Pradesh,Guntakal,V,3,118,57,58935
Datta PLC,Single Screen,123,114,9,Jharkhand,Bareilly,V,3,154,55,54153
Apte-Pandya,Multiplex,178,169,9,Goa,Panihati,V,6,164,62,169644
Bala-Dixit,IMAX,320,291,29,Mizoram,Thoothukudi,V,4,88,56,108928
"Natt, Handa and Parekh",Multiplex,350,340,10,Uttar Pradesh,Bhilai,V,5,91,69,158150
"Gala, Bhatt and Purohit",Single Screen,343,321,22,Bihar,Bidhannagar,V,3,112,65,112146
"Borra, Chaudhry and Gandhi",IMAX,373,357,16,Bihar,Korba,V,3,123,73,135237
Bobal and Sons,Multiplex,294,279,15,Tripura,Hubli–Dharwad,V,3,156,59,133227
"Dey, Yogi and Lala",Mini,134,125,9,Sikkim,Surat,V,4,85,66,44876
Narain-Gola,Mini,318,296,22,Sikkim,Sultan Pur Majra,V,4,150,60,182880
Bail and Sons,Multiplex,391,375,16,West Bengal,Tiruppur,V,3,132,62,151476
Deep-Kaul,Mini,277,257,20,Odisha,Hyderabad,V,4,173,58,182484
Balakrishnan and Sons,Multiplex,150,149,1,Tripura,Asansol,V,6,131,55,117444
"Hayer, Ray and Deshpande",IMAX,342,332,10,Punjab,Avadi,V,4,128,65,172584
Raval and Sons,Mini,124,122,2,Rajasthan,Bhavnagar,V,4,128,69,63016
Kala-Pandya,Single Screen,160,155,5,Kerala,Nanded,V,4,145,55,91000
Palla Inc,Mini,237,228,9,Telangana,Pimpri-Chinchwad,V,5,125,70,145650
Chawla-Muni,Multiplex,226,205,21,Haryana,Warangal,V,3,142,68,91614
"Murty, Hora and Rajagopalan",Mini,379,371,8,Assam,Satara,V,5,117,75,220035
"Kunda, Mukherjee and Dar",IMAX,340,312,28,Maharashtra,Malegaon,V,4,115,69,151248
Lanka Inc,IMAX,326,295,31,Arunachal Pradesh,Chennai,V,4,157,50,191460
Hegde-Agarwal,IMAX,263,261,2,Uttar Pradesh,Parbhani,V,6,110,67,173064
Khurana-Ramachandran,Multiplex,305,292,13,Punjab,Kolhapur,V,4,136,74,162696
"Anne, Gandhi and Kapur",IMAX,253,253,0,Goa,Aurangabad,V,3,143,56,108537
"Nadkarni, Dass and Sagar",IMAX,169,164,5,Rajasthan,Ludhiana,V,3,148,62,73746
Madan Group,Mini,372,372,0,Uttarakhand,Barasat,V,4,136,52,202368
"Badal, Kothari and Morar",Mini,282,273,9,Uttar Pradesh,Nanded,V,5,88,71,123315
Gera-Natarajan,Single Screen,140,126,14,Uttar Pradesh,Raiganj,V,5,133,60,87990
"Atwal, Dyal and Uppal",Multiplex,266,243,23,Madhya Pradesh,Ghaziabad,V,5,156,59,196325
Kalla Group,Multiplex,238,220,18,Nagaland,Nagaon,V,4,101,67,93704
Dave-Ravel,Single Screen,267,245,22,Chhattisgarh,Dewas,V,6,89,72,140334
Radhakrishnan-Sawhney,Single Screen,169,162,7,Punjab,Narasaraopet,V,5,93,52,77150
"Chaudhuri, Pall and Edwin",IMAX,253,237,16,Jharkhand,Vasai-Virar,V,6,109,63,161046
Korpal-Pal,Single Screen,376,374,2,Himachal Pradesh,Malegaon,V,5,153,58,286690
"Sridhar, Dada and Shenoy",IMAX,117,110,7,Chhattisgarh,Rajpur Sonarpur,V,3,169,75,57345
Goswami Inc,Mini,217,207,10,Goa,Bhind,V,3,147,61,93117
Rajagopal LLC,Single Screen,141,134,7,Jharkhand,Bhilai,V,4,139,52,75960
"Dixit, Nadig and Dhillon",Multiplex,377,361,16,Tripura,Haldia,V,5,135,56,248155
Venkataraman Ltd,Multiplex,228,214,14,Meghalaya,Muzaffarnagar,V,6,98,74,132048
Borde-Datta,Single Screen,315,294,21,Tripura,Nangloi Jat,V,3,152,67,138285
"Sanghvi, Vig and Nayak",IMAX,284,274,10,Maharashtra,Karnal,V,5,109,65,152580
Natt-Mand,IMAX,375,343,32,Gujarat,Arrah,V,3,139,72,149943
"Pingle, Ranganathan and Chahal",IMAX,363,361,2,Haryana,Phagwara,V,6,127,52,275706
Shanker PLC,Multiplex,394,359,35,Kerala,Tumkur,V,6,121,70,275334
"Maharaj, Deo and Chawla",Mini,343,331,12,Rajasthan,Firozabad,V,4,95,65,128900
Prasad-Purohit,IMAX,360,340,20,Assam,Vijayawada,V,5,125,64,218900
Baral LLC,Mini,344,315,29,Haryana,Mahbubnagar,V,3,135,51,132012
Rattan-Bora,Mini,273,256,17,Tamil Nadu,Sambalpur,V,4,124,67,131532
Shan-Sunder,Mini,312,294,18,Telangana,Morbi,V,4,106,64,129264
"Gara, Ben and Chada",Mini,257,255,2,Goa,Bilaspur,V,3,126,63,96768
Radhakrishnan and Sons,Mini,176,161,15,West Bengal,Bhilwara,V,6,91,52,92586
"Vohra, Singhal and Anne",Mini,296,291,5,Rajasthan,Warangal,V,6,136,74,239676
Raman-Bhavsar,Multiplex,376,373,3,Sikkim,Orai,V,5,101,64,189325
"Aurora, Sahni and Garg",Single Screen,113,113,0,Tripura,Meerut,V,5,117,62,66105
"Dora, Loke and Hegde",Single Screen,152,139,13,Meghalaya,Mango,V,5,137,51,98530
"Vora, Sharma and Subramaniam",IMAX,305,285,20,Bihar,Pallavaram,V,5,157,74,231125
"Chadha, Sant and Subramanian",Single Screen,182,175,7,Tamil Nadu,Eluru,V,6,127,60,135870
"Prakash, Gupta and Kadakia",Single Screen,363,330,33,Uttarakhand,Bhagalpur,V,4,113,57,156684
Chaudhry-Gera,Multiplex,234,216,18,Karnataka,Bihar Sharif,V,4,168,54,149040
"Murty, Narasimhan and Butala",Mini,246,230,16,Telangana,Vellore,V,5,158,71,187380
Sangha-Sarkar,Single Screen,356,345,11,Kerala,Jamalpur,V,3,135,63,141804
Bahri-Koshy,IMAX,264,258,6,Chhattisgarh,Vadodara,V,5,148,69,192990
Pillay and Sons,IMAX,144,144,0,Telangana,Nanded,V,3,87,54,37584
Sood-Saha,Multiplex,100,100,0,Manipur,Kota,V,3,111,55,33300
Gandhi Inc,IMAX,304,291,13,Telangana,Alappuzha,V,3,144,67,128325
Goel-Atwal,Multiplex,360,328,32,Uttar Pradesh,Khora ,V,6,117,59,241584
"Natarajan, Choudhry and Kakar",Multiplex,300,296,4,Tripura,Chennai,V,6,173,65,308808
Ratta and Sons,IMAX,276,276,0,Maharashtra,Ulhasnagar,V,4,162,74,178848
Kapoor-Cheema,Mini,182,171,11,Kerala,Surendranagar Dudhrej,V,3,95,54,50517
Mani-Barman,Single Screen,393,386,7,Telangana,Raiganj,V,5,110,61,214435
"Sastry, De and Rout",Single Screen,333,313,20,Uttar Pradesh,Thrissur,V,4,146,52,186952
Deshmukh-Master,IMAX,302,279,23,Jharkhand,Deoghar,V,6,99,62,174282
Dugar Group,Single Screen,247,243,4,Telangana,Jodhpur,V,4,112,66,109920
Setty-Saini,Multiplex,156,155,1,Haryana,Visakhapatnam,V,6,172,51,160266
Chandra-Ahluwalia,Multiplex,324,295,29,Nagaland,Kottayam,V,5,124,62,191890
Varghese-Chaudhuri,Multiplex,376,362,14,Telangana,Etawah,V,5,156,62,286700
"Narain, Goda and Ravi",Mini,394,387,7,Himachal Pradesh,Anantapuram,V,6,126,50,294672
"Thakur, Setty and Chokshi",IMAX,380,368,12,Himachal Pradesh,Kolkata,V,3,101,56,113520
Pant and Sons,Single Screen,159,149,10,Assam,Jammu,V,4,119,69,73684
Dara LLC,IMAX,293,288,5,Uttarakhand,Ongole,V,3,147,59,127893
Pall Inc,Multiplex,115,105,10,Goa,Medininagar,V,4,142,61,62080
"Kashyap, Raja and Bhatnagar",Multiplex,252,249,3,Chhattisgarh,Adoni,V,6,120,67,180486
"Bhatt, Parmar and Reddy",IMAX,296,280,16,Kerala,Raurkela Industrial Township,V,4,109,69,126496
